1,19:52:21.486,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
2,19:52:21.486,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
3,19:52:21.486,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
4,19:52:21.487,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
5,19:52:21.487,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
6,19:52:21.487,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
7,19:52:21.487,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
8,19:52:21.487,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
9,19:52:21.488,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
10,19:52:21.488,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
11,19:52:21.488,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
12,19:52:21.488,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
13,19:52:21.488,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
14,19:52:21.489,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
15,19:52:21.612,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
16,19:52:21.666,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
17,19:52:21.697,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
18,19:52:21.698,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
19,19:52:21.698,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
20,19:52:21.698,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
21,19:52:21.719,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
22,19:52:21.741,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
23,19:52:21.761,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
24,19:52:21.781,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
25,19:52:21.802,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
26,19:52:21.823,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
27,19:52:21.842,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
28,19:52:21.862,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
29,19:52:21.882,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
30,19:52:21.902,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
31,19:52:21.903,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
32,19:52:21.904,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
33,19:52:21.904,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
34,19:52:21.904,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
35,19:52:21.905,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
36,19:52:21.905,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
37,19:52:21.905,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
38,19:52:21.906,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
39,19:52:21.906,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
40,19:52:21.906,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
41,19:52:21.928,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
42,19:52:21.947,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
43,19:52:21.969,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
44,19:52:21.990,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
45,19:52:22.010,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
46,19:52:22.035,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
47,19:52:22.059,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
48,19:52:22.078,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
49,19:52:22.097,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
50,19:52:22.116,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
51,19:52:22.117,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
52,19:52:22.117,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
53,19:52:22.117,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
54,19:52:22.118,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
55,19:52:22.118,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
56,19:52:22.118,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
57,19:52:22.118,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
58,19:52:22.118,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
59,19:52:22.119,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
60,19:52:22.119,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
61,19:52:22.141,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
62,19:52:22.168,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
63,19:52:22.190,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
64,19:52:22.211,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
65,19:52:22.226,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
66,19:52:22.250,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
67,19:52:22.299,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
68,19:52:22.323,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
69,19:52:22.323,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
70,19:52:22.324,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
71,19:52:22.324,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
72,19:52:22.324,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
73,19:52:22.325,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
74,19:52:22.325,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
75,19:52:22.325,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
76,19:52:22.325,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
77,19:52:22.346,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
78,19:52:22.368,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
79,19:52:22.389,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
80,19:52:22.410,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
81,19:52:22.429,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
82,19:52:22.451,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
83,19:52:22.471,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
84,19:52:22.491,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
85,19:52:22.512,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
86,19:52:22.534,0x7DF,STD,8,TX,00 00 00 00 00 00 00 00
87,19:52:22.534,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
88,19:52:22.535,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
89,19:52:22.535,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
90,19:52:22.535,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
91,19:52:22.535,0x7DF,STD,8,RX,00 00 00 00 00 00 00 00
